T,O,H,L,C,V,A,N,BV,BA
1500158220000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158280000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158340000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158400000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158460000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158520000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158580000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158640000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158700000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158760000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158820000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158880000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500158940000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159000000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159060000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159120000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159180000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159240000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159300000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159360000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159420000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159480000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159540000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159600000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159660000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159720000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159780000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159840000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159900000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500159960000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160020000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160080000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160140000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160200000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160260000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160320000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160380000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160440000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160500000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160560000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160620000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160680000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160740000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160800000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160860000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160920000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500160980000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161040000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161100000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161160000,0.00003989,0.00003989,0.00003989,0.00003989,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161220000,0.00003980,0.00003980,0.00003980,0.00003980,4449.00000000,0.17707020,1,4449.00000000,0.17707020
1500161280000,0.00003980,0.00003980,0.00003980,0.00003980,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161340000,0.00003980,0.00003980,0.00003980,0.00003980,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161400000,0.00003980,0.00003980,0.00003980,0.00003980,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161460000,0.00003980,0.00003980,0.00003980,0.00003980,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161520000,0.00003969,0.00003969,0.00003969,0.00003969,30.00000000,0.00119070,1,0.00000000,0.00000000
1500161580000,0.00003969,0.00003969,0.00003969,0.00003969,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161640000,0.00003969,0.00003969,0.00003969,0.00003969,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161700000,0.00003969,0.00003969,0.00003969,0.00003969,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161760000,0.00003969,0.00003969,0.00003969,0.00003969,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161820000,0.00003969,0.00003969,0.00003969,0.00003969,0.00000000,0.00000000,0,0.00000000,0.00000000
1500161880000,0.00003864,0.00003864,0.00003861,0.00003861,10021.00000000,0.38704718,3,0.00000000,0.00000000
1500161940000,0.00003861,0.00003861,0.00003803,0.00003803,6266.00000000,0.24033312,5,0.00000000,0.00000000
1500162000000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162060000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162120000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162180000,0.00003803,0.00003803,0.00003803,0.00003803,889.00000000,0.03380867,1,0.00000000,0.00000000
1500162240000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162300000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162360000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162420000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162480000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162540000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162600000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162660000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162720000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162780000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162840000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162900000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500162960000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163020000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163080000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163140000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163200000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163260000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163320000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163380000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163440000,0.00003803,0.00003803,0.00003803,0.00003803,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163500000,0.00003807,0.00003807,0.00003807,0.00003807,806.00000000,0.03068442,1,0.00000000,0.00000000
1500163560000,0.00003807,0.00003807,0.00003807,0.00003807,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163620000,0.00003807,0.00003807,0.00003807,0.00003807,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163680000,0.00003807,0.00003807,0.00003807,0.00003807,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163740000,0.00003807,0.00003807,0.00003807,0.00003807,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163800000,0.00003807,0.00003807,0.00003807,0.00003807,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163860000,0.00003807,0.00003807,0.00003807,0.00003807,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163920000,0.00003807,0.00003807,0.00003807,0.00003807,0.00000000,0.00000000,0,0.00000000,0.00000000
1500163980000,0.00003954,0.00003954,0.00003954,0.00003954,325.00000000,0.01285050,2,325.00000000,0.01285050
